gene_id	transcript_id(s)	chromosome	tx_start	tx_end	strand	length	effective_length	expected_count	TPM	FPKM	posterior_mean_count	posterior_standard_deviation_of_count	pme_TPM	pme_FPKM	TPM_ci_lower_bound	TPM_ci_upper_bound	FPKM_ci_lower_bound	FPKM_ci_upper_bound	promoter_start	promoter_end	H3K4me3	H3K27me3
ENSG00000226969.1	ENST00000445600.1	chr1	2049202	2049651	-	378.5	212.51	0	0	0	0	0	0.47	0.44	0.00731733	1.14368	0.00737586	1.06374	2048651	2051651	False	False
ENSG00000067606.15	ENST00000378567.7	chr1	2050410	2185395	+	1087.4	921.12	16	0.86	0.75	16	0	3.17	2.95	2.03698	4.43452	1.89765	4.12699	2048410	2051410	False	False
ENSG00000271806.1	ENST00000606533.1	chr1	2141083	2145279	-	4196	4029.57	0	0	0	0	0	0.01	0.01	3.59E-09	0.034643	3.35E-09	0.0322217	2144279	2147279	False	False
ENSG00000182873.5	ENST00000333854.2	chr1	2181793	2183875	-	1253	1086.57	3	0.14	0.12	3	0	0.27	0.25	0.0569039	0.531834	0.0526416	0.494286	2182875	2185875	False	False
ENSG00000162585.16	ENST00000378543.2	chr1	2189547	2194750	-	1263.36	1096.97	249	11.24	9.81	249	0	11.54	10.73	9.72058	13.5218	8.9982	12.5345	2193750	2196750	False	False
ENSG00000234396.3	ENST00000442483.2	chr1	2212522	2220738	+	326	160.25	0	0	0	0	0	0.29	0.27	1.74E-06	0.855997	1.62E-06	0.795806	2210522	2213522	False	False
ENSG00000157933.9	ENST00000378536.4	chr1	2228318	2310213	+	5227.92	5061.49	470	4.6	4.01	470	0	5.41	5.03	4.19993	6.97042	3.86775	6.44373	2226318	2229318	False	False
ENSG00000272161.1	ENST00000607720.1	chr1	2326200	2326693	-	493	326.64	0	0	0	0	0	0.14	0.13	3.69E-06	0.425886	3.43E-06	0.395974	2325693	2328693	False	False
ENSG00000269896.2	ENST00000417061.2	chr1	2351643	2351857	-	272.64	113.3	2	0.87	0.76	2	0	1.64	1.53	0.0483835	3.94214	0.0489961	3.67083	2350857	2353857	False	False
ENSG00000272420.1	ENST00000607858.1	chr1	2363060	2363628	-	568	401.61	2	0.25	0.22	2	0	0.34	0.32	0.0341	0.731326	0.0298599	0.678307	2362628	2365628	False	False
ENSG00000116151.13	ENST00000378525.2	chr1	2378054	2391671	-	1603.65	1437.25	43	1.48	1.29	43	0	2.19	2.04	1.33684	3.15796	1.24468	2.93747	2390671	2393671	False	False
ENSG00000157916.18	ENST00000306256.13	chr1	2391842	2403064	+	1175.9	1009.49	2082	102.11	89.16	2082	0	97.29	90.43	90.3748	104.22	84.0385	96.9032	2389842	2392842	False	False
ENSG00000157911.9	ENST00000288774.7	chr1	2403963	2412530	-	2226.9	2060.47	228	5.48	4.78	228	0	5.78	5.38	4.85344	6.80219	4.50267	6.31372	2411530	2414530	False	False
ENSG00000149527.17	ENST00000278878.6	chr1	2479887	2505276	+	4406.62	4240.2	0	0	0	0	0	0.19	0.18	0.0323932	0.433117	0.0313005	0.403753	2477887	2480887	False	False
ENSG00000224387.1	ENST00000424657.1	chr1	2492299	2493258	-	455	288.66	0	0	0	0	0	0.16	0.15	3.00E-06	0.476974	2.79E-06	0.443611	2492258	2495258	False	False
ENSG00000229393.1	ENST00000442305.1	chr1	2493436	2494479	-	514	347.63	0	0	0	0	0	0.13	0.12	6.19E-06	0.397094	5.75E-06	0.369251	2493479	2496479	False	False
ENSG00000157881.13	ENST00000378466.7	chr1	2508536	2526596	-	2248.23	2081.8	430	10.23	8.93	430	0	10.81	10.05	9.16896	12.4497	8.53304	11.5848	2525596	2528596	False	False
ENSG00000197921.5	ENST00000378453.3	chr1	2528744	2530263	-	1306	1139.57	0	0	0	0	0	0.04	0.04	7.31E-07	0.121832	6.79E-07	0.113327	2529263	2532263	False	False
ENSG00000272449.1	ENST00000606645.1	chr1	2546399	2547460	+	996	829.57	4	0.24	0.21	4	0	0.28	0.26	0.0685589	0.526719	0.0635043	0.489425	2544399	2547399	False	False
ENSG00000238164.6	ENST00000416860.2	chr1	2549919	2557011	-	2339.14	2172.71	6	0.14	0.12	6	0	0.52	0.49	0.179353	0.947147	0.165641	0.879638	2556011	2559011	False	False
ENSG00000157873.17	ENST00000355716.4	chr1	2556365	2563829	+	1707	1540.57	15	0.48	0.42	15	0	1.73	1.61	1.02182	2.51299	0.941075	2.32805	2554365	2557365	False	False
ENSG00000225931.3	ENST00000456687.3	chr1	2566409	2569888	+	1297	1130.57	0	0	0	0	0	0.04	0.04	1.29E-06	0.123689	1.20E-06	0.115	2564409	2567409	False	False
ENSG00000228037.1	ENST00000424215.1	chr1	2581559	2584533	+	626	459.6	1	0.11	0.09	1	0	0.2	0.19	0.00566231	0.480304	0.00371238	0.445019	2579559	2582559	False	False
ENSG00000157870.14	ENST00000378424.8	chr1	2586779	2591467	+	2694.95	2528.52	162	3.17	2.77	162	0	4.57	4.25	3.59073	5.60108	3.33286	5.20098	2584779	2587779	False	False
ENSG00000142606.15	ENST00000378412.7	chr1	2590638	2633016	-	1154.22	987.83	0	0	0	0	0	0.84	0.78	0.278269	1.47355	0.262783	1.37468	2632016	2635016	False	False
ENSG00000237058.1	ENST00000427302.1	chr1	2632567	2636620	+	373	206.85	0	0	0	0	0	0.22	0.21	6.04E-06	0.665146	5.63E-06	0.618408	2630567	2633567	False	False
ENSG00000215912.11	ENST00000401095.7	chr1	2635975	2801717	-	7257	7090.57	1	0.01	0.01	1	0	0.01	0.01	0.000336681	0.0312768	0.000291108	0.0290469	2800717	2803717	False	False
ENSG00000233234.1	ENST00000457440.1	chr1	2811849	2812692	-	607	440.6	0	0	0	0	0	0.1	0.1	1.00E-06	0.315219	9.29E-07	0.293297	2811692	2814692	False	False
ENSG00000231630.1	ENST00000429389.1	chr1	2814431	2814998	-	429	262.69	0	0	0	0	0	0.18	0.16	2.32E-07	0.522724	2.16E-07	0.486007	2813998	2816998	False	False
ENSG00000169717.6	ENST00000378404.3	chr1	3021466	3022903	+	1421	1254.57	0	0	0	0	0	0.04	0.03	2.16E-06	0.110422	1.42E-06	0.102622	3019466	3022466	False	False
ENSG00000177133.10	ENST00000321336.1	chr1	3064071	3067769	-	1628.38	1462.19	0	0	0	0	0	0.86	0.8	0.167682	1.77653	0.15651	1.65238	3066769	3069769	False	False
ENSG00000142611.16	ENST00000270722.9	chr1	3069202	3438621	+	3277.9	3111.5	0	0	0	0	0	0.55	0.51	0.124228	1.08905	0.114961	1.01195	3067202	3070202	False	False
ENSG00000226286.1	ENST00000440516.1	chr1	3132926	3133709	-	469	302.65	0	0	0	0	0	0.15	0.14	5.39E-07	0.455792	5.02E-07	0.423547	3132709	3135709	False	False
ENSG00000279839.1	ENST00000624175.1	chr1	3205987	3208664	+	2677	2510.57	0	0	0	0	0	0.02	0.02	5.89E-08	0.0556475	5.47E-08	0.0517663	3203987	3206987	False	False
ENSG00000272235.1	ENST00000607061.1	chr1	3306635	3310096	-	3461	3294.57	0	0	0	0	0	0.01	0.01	3.60E-08	0.0422228	3.35E-08	0.039284	3309096	3312096	False	False
ENSG00000130762.14	ENST00000378371.6	chr1	3466970	3481113	+	3061	2894.57	8	0.14	0.12	8	0	0.48	0.45	0.196087	0.821189	0.182383	0.763651	3464970	3467970	False	False
ENSG00000272088.1	ENST00000606489.1	chr1	3487245	3487627	+	382	215.81	0	0	0	0	0	0.21	0.2	3.65E-06	0.642931	3.39E-06	0.59772	3485245	3488245	False	False
ENSG00000162591.15	ENST00000294599.8	chr1	3489919	3531448	-	4501	4334.57	1	0.01	0.01	1	0	0.41	0.38	0.0899156	0.840579	0.0835778	0.781555	3530448	3533448	False	False
ENSG00000207776.1	ENST00000385042.1	chr1	3560694	3560790	-	96	0	0	0	0	0	0	0	0	0	0	0	0	3559790	3562790	False	False
ENSG00000238260.1	ENST00000435049.1	chr1	3623189	3624743	-	622	455.6	0	0	0	0	0	0.1	0.09	3.47E-07	0.304461	3.22E-07	0.283292	3623743	3626743	False	False
ENSG00000158109.14	ENST00000344579.5	chr1	3625049	3630127	+	2360.87	2194.44	173	3.9	3.41	173	0	3.68	3.42	3.13261	4.24017	2.90391	3.93339	3623049	3626049	False	False
ENSG00000116213.15	ENST00000270708.11	chr1	3630769	3650103	-	1476.64	1310.22	518	19.57	17.09	518	0	19.85	18.45	17.3409	22.5253	16.1178	20.935	3649103	3652103	False	False
ENSG00000078900.14	ENST00000346387.8	chr1	3652564	3736200	+	4030.47	3864.04	33	0.42	0.37	33	0	0.81	0.75	0.537559	1.09759	0.499152	1.02009	3650564	3653564	False	False
ENSG00000227589.1	ENST00000443034.1	chr1	3658937	3668772	-	754	587.58	0	0	0	0	0	0.08	0.07	2.30E-06	0.233836	2.14E-06	0.217479	3667772	3670772	False	False
ENSG00000235131.1	ENST00000416554.1	chr1	3712199	3714298	-	351	184.99	0	0	0	0	0	0.25	0.23	1.74E-05	0.742937	1.61E-05	0.690622	3713298	3716298	False	False
ENSG00000227372.10	ENST00000418088.5	chr1	3735610	3746771	-	2521.48	2355.06	501	10.53	9.2	501	0	10.7	9.95	9.01595	12.4111	8.37489	11.5323	3745771	3748771	False	False
ENSG00000276189.1	ENST00000611447.1	chr1	3736942	3737103	+	161	16.87	0	0	0	0	0	2.73	2.54	6.94E-06	8.20579	6.45E-06	7.62664	3734942	3737942	False	False
ENSG00000162592.8	ENST00000294600.6	chr1	3752449	3771645	+	2214	2047.57	0	0	0	0	0	0.05	0.04	0.00119265	0.107105	0.00110935	0.0995833	3750449	3753449	False	False
ENSG00000235169.7	ENST00000444870.6	chr1	3772786	3775982	+	531.03	364.65	230	31.23	27.27	230	0	29.55	27.47	25.824	33.4612	23.9982	31.1005	3770786	3773786	False	False
ENSG00000130764.9	ENST00000378251.2	chr1	3778558	3796498	-	2543.17	2376.77	1491	31.06	27.12	1491	0	29.38	27.31	25.5929	33.1052	23.8678	30.8584	3795498	3798498	False	False
ENSG00000266075.2	ENST00000581512.2	chr1	3782814	3783111	+	297	131.8	0	0	0	0	0	0.35	0.33	1.12E-05	1.0529	1.04E-05	0.978979	3780814	3783814	False	False
ENSG00000272153.1	ENST00000607459.1	chr1	3785007	3785538	+	531	364.62	4	0.54	0.47	4	0	0.63	0.59	0.151574	1.19453	0.142094	1.11202	3783007	3786007	False	False
ENSG00000116198.12	ENST00000378223.3	chr1	3843108	3857214	-	1796.96	1630.56	1234	37.47	32.72	1234	0	37.28	34.65	31.3773	43.1246	29.1672	40.0946	3856214	3859214	False	False
ENSG00000169598.15	ENST00000338895.7	chr1	3857266	3885420	+	2383.41	2216.99	330	7.37	6.43	330	0	7.9	7.34	6.44589	9.47534	5.97862	8.79553	3855266	3858266	False	False
ENSG00000198912.10	ENST00000361605.3	chr1	3889132	3900272	-	1703.82	1537.39	847	27.28	23.82	847	0	25.45	23.66	23.7476	27.207	22.0622	25.2764	3899272	3902272	False	False
ENSG00000236423.5	ENST00000413332.5	chr1	3900371	3905532	+	946.92	780.52	11	0.7	0.61	11	0	0.79	0.74	0.332991	1.32157	0.308	1.22699	3898371	3901371	False	False
ENSG00000233304.6	ENST00000412674.1	chr1	3940616	3955262	+	1454	1287.6	0	0	0	0	0	0.25	0.23	0.0141351	0.57596	0.0135322	0.536072	3938616	3941616	False	False
ENSG00000226374.2	ENST00000425194.1	chr1	3947143	3949024	-	1328.33	1161.9	0	0	0	0	0	0.13	0.12	0.0114078	0.279235	0.0106018	0.259541	3948024	3951024	False	False
ENSG00000229280.1	ENST00000449232.1	chr1	4175527	4175899	-	372	205.85	0	0	0	0	0	0.22	0.21	8.70E-07	0.663613	8.09E-07	0.616957	4174899	4177899	False	False
ENSG00000235054.3	ENST00000423197.2	chr1	4412050	4424687	+	1364.4	1197.98	0	0	0	0	0	0.25	0.23	0.0504239	0.515054	0.0462281	0.478103	4410050	4413050	False	False
ENSG00000227169.2	ENST00000438791.2	chr1	4551734	4552145	-	356	189.95	0	0	0	0	0	0.24	0.23	5.07E-06	0.722472	4.72E-06	0.671595	4551145	4554145	False	False
ENSG00000232596.2	ENST00000420522.1	chr1	4571547	4583421	+	901	734.58	0	0	0	0	0	0.2	0.19	0.0181597	0.435065	0.01649	0.404095	4569547	4572547	False	False
ENSG00000196581.10	ENST00000378190.7	chr1	4654731	4777794	+	4782.33	4616.31	0	0	0	0	0	0.37	0.35	0.00345293	1.0648	0.00264536	0.989521	4652731	4655731	False	False
ENSG00000231510.1	ENST00000443270.1	chr1	5086458	5090899	-	449	282.67	0	0	0	0	0	0.16	0.15	3.29E-06	0.48682	3.06E-06	0.452691	5089899	5092899	False	False
ENSG00000260972.1	ENST00000564261.1	chr1	5492977	5494674	+	1697	1530.57	0	0	0	0	0	0.03	0.03	4.20E-07	0.0914599	3.91E-07	0.0850955	5490977	5493977	False	False
ENSG00000264341.1	ENST00000579887.1	chr1	5564070	5564143	+	73	0	0	0	0	0	0	0	0	0	0	0	0	5562070	5565070	False	False
ENSG00000236948.1	ENST00000413887.1	chr1	5587367	5668295	-	363	196.9	0	0	0	0	0	0.23	0.22	7.93E-06	0.695205	7.38E-06	0.646509	5667295	5670295	False	False
ENSG00000264101.1	ENST00000582517.1	chr1	5862671	5862741	-	70	0	0	0	0	0	0	0	0	0	0	0	0	5861741	5864741	False	False
ENSG00000131697.17	ENST00000378156.8	chr1	5862810	5992425	-	4282.94	4116.51	288	3.46	3.02	288	0	3.62	3.36	3.05997	4.23018	2.84593	3.93534	5991425	5994425	False	False
ENSG00000069424.14	ENST00000164247.5	chr1	6034282	6101179	+	1639.43	1473.05	106	3.56	3.11	106	0	5.06	4.71	3.63787	6.53827	3.36577	6.06163	6032282	6035282	False	False
ENSG00000116254.17	ENST00000262450.7	chr1	6101786	6180321	-	4753.11	4586.68	5	0.05	0.05	5	0	0.3	0.28	0.0704907	0.609416	0.0655786	0.56656	6179321	6182321	False	False
ENSG00000116251.9	ENST00000234875.8	chr1	6185019	6199595	-	1003.23	836.82	16707.88	988.49	863.1	16695.41	76.46	920.8	855.89	895.258	946.431	832.629	879.942	6198595	6201595	False	False
ENSG00000226944.1	ENST00000455744.1	chr1	6204839	6205780	-	378	211.83	6	1.4	1.22	6	0	1.52	1.42	0.509794	2.66079	0.474238	2.47369	6204780	6207780	False	False
ENSG00000158286.12	ENST00000377939.4	chr1	6206118	6221299	+	1935.4	1769	72	2.02	1.76	72	0	3.69	3.43	1.96857	5.62639	1.82893	5.22933	6204118	6207118	False	False
ENSG00000116237.15	ENST00000343813.9	chr1	6221192	6235964	-	3904.15	3737.72	2600	34.44	30.07	2600	0	32.66	30.36	31.0063	34.4572	28.776	31.9778	6234964	6237964	False	False
ENSG00000225077.2	ENST00000429480.2	chr1	6237770	6239444	+	1168.95	1002.52	11	0.54	0.47	11	0	0.59	0.55	0.297384	0.930156	0.278419	0.866835	6235770	6238770	False	False
ENSG00000173673.7	ENST00000377898.3	chr1	6244178	6245578	+	697	530.59	0	0	0	0	0	0.09	0.08	1.12E-06	0.258373	1.04E-06	0.240249	6242178	6245178	False	False
ENSG00000158292.6	ENST00000377893.2	chr1	6247352	6261098	-	4082	3915.57	20	0.25	0.22	20	0	0.25	0.23	0.146366	0.355534	0.135757	0.330183	6260098	6263098	False	False
ENSG00000097021.19	ENST00000361521.8	chr1	6264272	6394391	-	1413.77	1247.34	660	26.2	22.87	660	0	24.75	23	22.9005	26.6538	21.2562	24.7422	6393391	6396391	False	False
ENSG00000271746.1	ENST00000607670.1	chr1	6393554	6394391	+	837	670.57	6	0.44	0.39	6	0	0.48	0.45	0.163213	0.844727	0.151902	0.785419	6391554	6394554	False	False
ENSG00000069812.11	ENST00000377834.8	chr1	6415231	6419919	-	4262	4095.57	2	0.02	0.02	2	0	0.6	0.56	0.1372	1.21448	0.128652	1.13038	6418919	6421919	False	False
ENSG00000265392.1	ENST00000585139.1	chr1	6429833	6429896	-	63	0	0	0	0	0	0	0	0	0	0	0	0	6428896	6431896	False	False
ENSG00000231868.1	ENST00000419034.1	chr1	6443033	6447006	-	351	184.99	0	0	0	0	0	0.25	0.23	1.67E-05	0.746947	1.07E-05	0.694204	6446006	6449006	False	False
ENSG00000215788.9	ENST00000348333.7	chr1	6461433	6466107	-	1203.3	1036.88	0	0	0	0	0	1.22	1.13	0.638476	1.82895	0.602958	1.70978	6465107	6468107	False	False
ENSG00000171680.20	ENST00000340850.9	chr1	6466091	6490580	-	3475	3308.57	3	0.04	0.04	3	0	0.18	0.17	0.0927008	0.277566	0.0865047	0.258332	6489580	6492580	False	False
ENSG00000162408.10	ENST00000377705.5	chr1	6521346	6554513	-	5908	5741.57	3438	29.65	25.89	3438	0	28.25	26.26	26.3056	30.3518	24.4629	28.2285	6553513	6556513	False	False
ENSG00000253022.1	ENST00000517213.1	chr1	6540853	6540964	+	111	1.07	0	0	0	0	0	43.02	39.98	0.000583284	128.765	0.000540647	119.804	6538853	6541853	False	False
ENSG00000229519.2	ENST00000456162.2	chr1	6547904	6548619	+	401	234.75	0	0	0	0	0	0.2	0.18	1.93E-06	0.581092	1.79E-06	0.540177	6545904	6548904	False	False
ENSG00000204859.11	ENST00000319084.9	chr1	6580000	6582299	+	1008.89	842.48	521	30.62	26.73	521	0	29.56	27.47	24.6348	34.7289	22.929	32.3321	6578000	6581000	False	False
ENSG00000162413.16	ENST00000377658.8	chr1	6590723	6602869	-	4546.38	4379.96	850	9.61	8.39	850	0	9.39	8.72	8.64389	10.1452	8.0383	9.43185	6601869	6604869	False	False
ENSG00000116273.5	ENST00000377648.4	chr1	6613730	6624030	+	3681	3514.57	859	12.1	10.57	859	0	11.4	10.59	10.5955	12.158	9.88145	11.3332	6611730	6614730	False	False
ENSG00000041988.15	ENST00000054650.8	chr1	6624865	6633565	+	1315.32	1148.89	380	16.38	14.3	380	0	16.28	15.13	14.4366	18.1601	13.4275	16.8853	6622865	6625865	False	False
ENSG00000007923.15	ENST00000294401.11	chr1	6635112	6701924	-	2201.86	2035.44	2831	68.86	60.13	2831	0	65.92	61.27	60.2093	71.9105	55.8616	66.7278	6700924	6703924	False	False
ENSG00000228750.6	ENST00000414210.5	chr1	6724636	6730012	+	783.6	617.21	0	0	0	0	0	0.51	0.47	0.113752	0.991852	0.105707	0.922083	6722636	6725636	False	False
ENSG00000237436.1	ENST00000442889.1	chr1	6783891	6784843	-	415	248.72	1	0.2	0.17	1	0	0.37	0.34	0.0109172	0.877948	0.0102693	0.816512	6783843	6786843	False	False
ENSG00000171735.18	ENST00000303635.11	chr1	6785453	7769706	+	625.07	458.69	202	21.8	19.04	202	0	22.74	21.13	19.262	26.332	17.9158	24.4878	6783453	6786453	False	False
ENSG00000227950.1	ENST00000433407.1	chr1	6834332	6834618	-	286	121.12	0	0	0	0	0	0.38	0.35	5.74E-06	1.13758	4.59E-05	1.0584	6833618	6836618	False	False
ENSG00000237365.1	ENST00000456701.1	chr1	7008375	7014279	-	349	183	0	0	0	0	0	0.25	0.23	4.02E-06	0.767495	3.74E-06	0.713633	7013279	7016279	False	False
ENSG00000207056.1	ENST00000384328.1	chr1	7219359	7219524	+	165	19.12	0	0	0	0	0	2.41	2.24	1.10E-05	7.19628	9.13E-05	6.69491	7217359	7220359	False	False
ENSG00000237402.1	ENST00000427317.1	chr1	7368941	7370270	+	365	198.89	1	0.25	0.22	1	0	0.46	0.43	0.0089914	1.09638	0.00836951	1.01936	7366941	7369941	False	False
ENSG00000237728.2	ENST00000411708.1	chr1	7388182	7389419	-	412	245.73	0	0	0	0	0	0.38	0.35	0.0111959	0.905763	0.010273	0.841939	7388419	7391419	False	False
ENSG00000225126.1	ENST00000440032.1	chr1	7441095	7441554	-	361	194.92	0	0	0	0	0	0.24	0.22	9.35E-06	0.712272	8.69E-06	0.66258	7440554	7443554	False	False
ENSG00000270171.1	ENST00000602640.1	chr1	7693123	7694844	-	1721	1554.57	0	0	0	0	0	0.03	0.03	6.10E-07	0.0894571	5.66E-07	0.0831822	7693844	7696844	False	False
ENSG00000270035.1	ENST00000602973.1	chr1	7698302	7698872	-	570	403.61	0	0	0	0	0	0.11	0.11	4.65E-06	0.345029	4.33E-06	0.32076	7697872	7700872	False	False
ENSG00000269978.1	ENST00000602916.1	chr1	7700703	7700970	-	267	102.89	0	0	0	0	0	0.45	0.42	1.37E-06	1.3412	1.28E-06	1.24599	7699970	7702970	False	False
ENSG00000049245.12	ENST00000054666.10	chr1	7771295	7781432	+	1976.6	1810.17	1095	29.95	26.15	1095	0	29.1	27.05	26.5935	32.0095	24.7153	29.7545	7769295	7772295	False	False
ENSG00000269925.1	ENST00000602406.1	chr1	7776382	7776775	+	393	226.77	9	1.96	1.72	9	0	2.03	1.89	0.843099	3.28772	0.786635	3.06053	7774382	7777382	False	False
ENSG00000049246.14	ENST00000361923.2	chr1	7784702	7845177	+	3265.68	3099.28	1441	23.02	20.1	1441	0	21.96	20.41	18.7316	25.0573	17.5312	23.4127	7782702	7785702	False	False
ENSG00000236266.1	ENST00000451646.1	chr1	7810241	7827342	-	830	663.58	4	0.3	0.26	4	0	0.35	0.32	0.0811242	0.646733	0.0765446	0.602484	7826342	7829342	False	False
ENSG00000049247.13	ENST00000054668.5	chr1	7847765	7853431	-	860	693.63	0	0	0	0	0	0.33	0.31	0.0235352	0.760674	0.021885	0.707233	7852431	7855431	False	False
ENSG00000049249.8	ENST00000377507.7	chr1	7919846	7940866	-	5578.16	5411.73	5	0.05	0.04	5	0	0.37	0.34	0.0657453	0.76394	0.0608019	0.709986	7939866	7942866	False	False
ENSG00000270330.1	ENST00000603760.1	chr1	7942371	7942726	+	355	188.96	0	0	0	0	0	0.24	0.23	1.34E-05	0.729514	1.24E-05	0.678007	7940371	7943371	False	False
ENSG00000116288.12	ENST00000338639.9	chr1	7961710	7985505	+	931.59	765.16	6421	415.47	362.77	6421	0	389	361.58	375.858	402.251	349.529	373.95	7959710	7962710	False	False
ENSG00000200344.1	ENST00000363474.1	chr1	7982880	7982983	-	103	0	0	0	0	0	0	0	0	0	0	0	0	7981983	7984983	False	False
ENSG00000116285.12	ENST00000377482.9	chr1	8011726	8026309	-	2796.41	2629.98	56	1.05	0.92	56	0	1.39	1.29	0.915389	1.94562	0.847895	1.80558	8025309	8028309	False	False
ENSG00000238290.1	ENST00000445300.1	chr1	8026737	8122702	+	2044	1877.57	0	0	0	0	0	0.02	0.02	3.08E-07	0.0736469	2.86E-07	0.068488	8024737	8027737	False	False
ENSG00000232848.1	ENST00000399343.2	chr1	8057244	8058463	-	800	633.58	0	0	0	0	0	0.07	0.07	7.01E-08	0.22016	6.52E-08	0.20479	8057463	8060463	False	False
ENSG00000229305.1	ENST00000453364.1	chr1	8189823	8192770	+	1075	908.57	0	0	0	0	0	0.05	0.05	1.29E-06	0.152722	1.49E-07	0.141987	8187823	8190823	False	False
ENSG00000200975.1	ENST00000364105.1	chr1	8206433	8206597	-	164	18.55	0	0	0	0	0	2.49	2.31	5.04E-05	7.42498	4.69E-05	6.90845	8205597	8208597	False	False
ENSG00000227634.2	ENST00000452982.1	chr1	8208671	8215210	+	696.5	530.11	0	0	0	0	0	0.2	0.19	0.00401468	0.504242	0.00298443	0.468062	8206671	8209671	False	False
ENSG00000233645.1	ENST00000424689.1	chr1	8218189	8220529	-	477	310.65	0	0	0	0	0	0.15	0.14	1.18E-07	0.44018	1.09E-07	0.409239	8219529	8222529	False	False
ENSG00000251977.1	ENST00000516168.1	chr1	8292156	8292263	-	107	0	0	0	0	0	0	0	0	0	0	0	0	8291263	8294263	False	False
ENSG00000162426.14	ENST00000289877.8	chr1	8324329	8344167	+	1906.5	1740.08	0	0	0	0	0	0.15	0.14	0.0170233	0.343666	0.0159327	0.319636	8322329	8325329	False	False
ENSG00000252254.1	ENST00000516445.1	chr1	8328066	8328179	+	113	1.27	0	0	0	0	0	36.22	33.67	0.000362744	108.463	0.000336918	100.853	8326066	8329066	False	False
ENSG00000142599.17	ENST00000337907.7	chr1	8352396	8817465	-	3180.7	3014.43	1038	17.05	14.89	1037.96	0.2	18.81	17.48	15.0478	22.7795	14.0048	21.1901	8816465	8819465	False	False
ENSG00000232912.5	ENST00000444276.1	chr1	8425637	8430041	+	477.5	311.16	0	0	0	0	0	0.3	0.28	0.00838841	0.718284	0.00792478	0.667933	8423637	8426637	False	False
ENSG00000221083.1	ENST00000408156.1	chr1	8511794	8511919	-	125	3.14	0	0	0	0	0	14.71	13.67	0.000253512	44.0072	0.000235902	40.9242	8510919	8513919	False	False
ENSG00000270282.1	ENST00000605785.1	chr1	8512652	8513021	+	369	202.87	0	0	0	0	0	0.23	0.21	8.11E-06	0.682969	1.45E-06	0.635126	8510652	8513652	False	False
ENSG00000234619.1	ENST00000437586.1	chr1	8750429	8751087	+	658	491.59	0	0	0	0.43	0.61	0.13	0.12	6.89E-06	0.384174	6.41E-06	0.357131	8748429	8751429	False	False
ENSG00000224315.2	ENST00000428803.2	chr1	8786210	8786913	-	703	536.59	5.01	0.46	0.4	4.58	0.62	0.48	0.45	0.1169	0.89607	0.108937	0.833692	8785913	8788913	False	False
ENSG00000222511.2	ENST00000410579.2	chr1	8796570	8796673	-	103	0	0	0	0	0	0	0	0	0	0	0	0	8795673	8798673	False	False
ENSG00000226545.1	ENST00000445254.1	chr1	8798474	8799506	+	415	248.72	0	0	0	0	0	0.19	0.17	1.90E-06	0.558853	1.76E-06	0.519439	8796474	8799474	False	False
ENSG00000228423.2	ENST00000433876.2	chr1	8805859	8807051	-	353	186.97	2	0.53	0.46	2	0	0.74	0.69	0.0716968	1.57285	0.0676892	1.46317	8806051	8809051	False	False
ENSG00000229716.2	ENST00000436229.2	chr1	8831006	8831375	+	369	202.87	0	0	0	0	0	0.23	0.21	5.21E-06	0.680523	4.85E-06	0.632927	8829006	8832006	False	False
ENSG00000074800.13	ENST00000234590.8	chr1	8860999	8878686	-	1771.17	1604.74	75663.82	2334.36	2038.26	75663.81	0.43	2175.59	2022.21	2159.32	2192.21	2008.38	2037.4	8877686	8880686	False	False
ENSG00000274258.1	ENST00000618792.1	chr1	8866501	8866590	-	89	0	0	0	0	0	0	0	0	0	0	0	0	8865590	8868590	False	False
ENSG00000236269.1	ENST00000414948.1	chr1	8875787	8878007	-	744	577.58	7	0.6	0.52	7	0	0.64	0.59	0.227777	1.0789	0.212016	1.00338	8877007	8880007	False	False
ENSG00000230679.1	ENST00000442636.1	chr1	8878834	8879894	+	456	289.66	4	0.68	0.6	4	0	0.8	0.74	0.193942	1.50589	0.179871	1.40013	8876834	8879834	False	False
ENSG00000201725.1	ENST00000364855.1	chr1	8883426	8883533	-	107	0	0	0	0	0	0	0	0	0	0	0	0	8882533	8885533	False	False
ENSG00000238249.2	ENST00000425872.1	chr1	8893408	8894151	+	743	576.58	6	0.52	0.45	6	0	0.56	0.52	0.191245	0.983472	0.178026	0.914428	8891408	8894408	False	False
ENSG00000232208.2	ENST00000424862.2	chr1	8907392	8907744	-	352	185.98	0	0	0	0.01	0.09	0.25	0.23	1.04E-06	0.741883	9.62E-07	0.689739	8906744	8909744	False	False
ENSG00000232663.2	ENST00000431968.2	chr1	8909741	8909904	+	163	17.98	0	0	0	0	0	2.57	2.38	6.70E-06	7.73365	6.21E-06	7.18946	8907741	8910741	False	False
